pk,address,city,state,zip_code,unit_number,sq_ft,bedrooms,baths,property,building
353,10464 S. Jordan Gateway,South Jordan,UT,84095,452,717,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
354,10464 S. Jordan Gateway,South Jordan,UT,84095,453,868,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
355,10464 S. Jordan Gateway,South Jordan,UT,84095,454,707,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
356,10464 S. Jordan Gateway,South Jordan,UT,84095,455,838,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
357,10464 S. Jordan Gateway,South Jordan,UT,84095,456,727,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
358,10464 S. Jordan Gateway,South Jordan,UT,84095,457,798,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
359,10464 S. Jordan Gateway,South Jordan,UT,84095,458,761,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
360,10464 S. Jordan Gateway,South Jordan,UT,84095,459,825,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
361,10464 S. Jordan Gateway,South Jordan,UT,84095,460,727,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
362,10464 S. Jordan Gateway,South Jordan,UT,84095,461,793,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
363,10464 S. Jordan Gateway,South Jordan,UT,84095,462,775,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
364,10464 S. Jordan Gateway,South Jordan,UT,84095,463,895,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
365,10464 S. Jordan Gateway,South Jordan,UT,84095,464,770,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
366,10464 S. Jordan Gateway,South Jordan,UT,84095,465,773,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
367,10464 S. Jordan Gateway,South Jordan,UT,84095,466,776,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
368,10464 S. Jordan Gateway,South Jordan,UT,84095,467,730,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
369,10464 S. Jordan Gateway,South Jordan,UT,84095,468,852,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
370,10464 S. Jordan Gateway,South Jordan,UT,84095,469,880,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
371,10464 S. Jordan Gateway,South Jordan,UT,84095,470,789,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
372,10464 S. Jordan Gateway,South Jordan,UT,84095,471,825,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
373,10464 S. Jordan Gateway,South Jordan,UT,84095,472,831,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
374,10464 S. Jordan Gateway,South Jordan,UT,84095,473,765,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
375,10464 S. Jordan Gateway,South Jordan,UT,84095,474,874,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
376,10464 S. Jordan Gateway,South Jordan,UT,84095,475,822,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
377,10464 S. Jordan Gateway,South Jordan,UT,84095,476,882,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
378,10464 S. Jordan Gateway,South Jordan,UT,84095,477,869,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
379,10464 S. Jordan Gateway,South Jordan,UT,84095,478,803,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
380,10464 S. Jordan Gateway,South Jordan,UT,84095,479,746,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
381,10464 S. Jordan Gateway,South Jordan,UT,84095,480,728,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
382,10464 S. Jordan Gateway,South Jordan,UT,84095,481,732,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
383,10464 S. Jordan Gateway,South Jordan,UT,84095,482,747,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
384,10464 S. Jordan Gateway,South Jordan,UT,84095,483,722,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
385,10464 S. Jordan Gateway,South Jordan,UT,84095,484,798,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
386,10464 S. Jordan Gateway,South Jordan,UT,84095,485,790,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
387,10464 S. Jordan Gateway,South Jordan,UT,84095,486,708,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
388,10464 S. Jordan Gateway,South Jordan,UT,84095,487,716,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
389,10464 S. Jordan Gateway,South Jordan,UT,84095,488,780,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
390,10464 S. Jordan Gateway,South Jordan,UT,84095,489,722,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
391,10464 S. Jordan Gateway,South Jordan,UT,84095,490,825,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
392,10464 S. Jordan Gateway,South Jordan,UT,84095,491,819,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
393,10464 S. Jordan Gateway,South Jordan,UT,84095,492,720,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
394,10464 S. Jordan Gateway,South Jordan,UT,84095,493,839,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
395,10464 S. Jordan Gateway,South Jordan,UT,84095,494,875,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
396,10464 S. Jordan Gateway,South Jordan,UT,84095,495,866,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
397,10464 S. Jordan Gateway,South Jordan,UT,84095,496,755,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
398,10464 S. Jordan Gateway,South Jordan,UT,84095,497,788,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
399,10464 S. Jordan Gateway,South Jordan,UT,84095,498,831,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/1/
400,10464 S. Jordan Gateway,South Jordan,UT,84095,499,721,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
401,10470 S. Jordan Gateway,South Jordan,UT,84095,100,779,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
402,10470 S. Jordan Gateway,South Jordan,UT,84095,101,839,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
403,10470 S. Jordan Gateway,South Jordan,UT,84095,102,748,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
404,10470 S. Jordan Gateway,South Jordan,UT,84095,103,769,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
405,10470 S. Jordan Gateway,South Jordan,UT,84095,104,723,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
406,10470 S. Jordan Gateway,South Jordan,UT,84095,105,868,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
407,10470 S. Jordan Gateway,South Jordan,UT,84095,106,888,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
408,10470 S. Jordan Gateway,South Jordan,UT,84095,107,827,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
409,10470 S. Jordan Gateway,South Jordan,UT,84095,108,896,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
410,10470 S. Jordan Gateway,South Jordan,UT,84095,109,706,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
411,10470 S. Jordan Gateway,South Jordan,UT,84095,110,878,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
412,10470 S. Jordan Gateway,South Jordan,UT,84095,111,885,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
413,10470 S. Jordan Gateway,South Jordan,UT,84095,112,884,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
414,10470 S. Jordan Gateway,South Jordan,UT,84095,113,858,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
415,10470 S. Jordan Gateway,South Jordan,UT,84095,114,856,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
416,10470 S. Jordan Gateway,South Jordan,UT,84095,115,735,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
417,10470 S. Jordan Gateway,South Jordan,UT,84095,116,741,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
418,10470 S. Jordan Gateway,South Jordan,UT,84095,117,761,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
419,10470 S. Jordan Gateway,South Jordan,UT,84095,118,759,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
420,10470 S. Jordan Gateway,South Jordan,UT,84095,119,766,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
421,10470 S. Jordan Gateway,South Jordan,UT,84095,120,804,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
422,10470 S. Jordan Gateway,South Jordan,UT,84095,121,701,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
423,10470 S. Jordan Gateway,South Jordan,UT,84095,122,774,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
424,10470 S. Jordan Gateway,South Jordan,UT,84095,123,725,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
425,10470 S. Jordan Gateway,South Jordan,UT,84095,124,771,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
426,10470 S. Jordan Gateway,South Jordan,UT,84095,125,750,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
427,10470 S. Jordan Gateway,South Jordan,UT,84095,126,865,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
428,10470 S. Jordan Gateway,South Jordan,UT,84095,127,779,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
429,10470 S. Jordan Gateway,South Jordan,UT,84095,128,813,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
430,10470 S. Jordan Gateway,South Jordan,UT,84095,129,748,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
431,10470 S. Jordan Gateway,South Jordan,UT,84095,130,772,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
432,10470 S. Jordan Gateway,South Jordan,UT,84095,131,751,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
433,10470 S. Jordan Gateway,South Jordan,UT,84095,132,826,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
434,10470 S. Jordan Gateway,South Jordan,UT,84095,133,714,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
435,10470 S. Jordan Gateway,South Jordan,UT,84095,134,777,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
436,10470 S. Jordan Gateway,South Jordan,UT,84095,135,887,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
437,10470 S. Jordan Gateway,South Jordan,UT,84095,136,803,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
438,10470 S. Jordan Gateway,South Jordan,UT,84095,137,734,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
439,10470 S. Jordan Gateway,South Jordan,UT,84095,138,704,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
440,10470 S. Jordan Gateway,South Jordan,UT,84095,139,772,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
441,10470 S. Jordan Gateway,South Jordan,UT,84095,140,732,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
442,10470 S. Jordan Gateway,South Jordan,UT,84095,141,889,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
443,10470 S. Jordan Gateway,South Jordan,UT,84095,142,860,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
444,10470 S. Jordan Gateway,South Jordan,UT,84095,143,732,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
445,10470 S. Jordan Gateway,South Jordan,UT,84095,144,880,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
446,10470 S. Jordan Gateway,South Jordan,UT,84095,145,869,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
447,10470 S. Jordan Gateway,South Jordan,UT,84095,146,893,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
448,10470 S. Jordan Gateway,South Jordan,UT,84095,147,714,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
449,10470 S. Jordan Gateway,South Jordan,UT,84095,148,884,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
450,10470 S. Jordan Gateway,South Jordan,UT,84095,149,899,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
451,10470 S. Jordan Gateway,South Jordan,UT,84095,150,787,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
452,10470 S. Jordan Gateway,South Jordan,UT,84095,151,819,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
453,10470 S. Jordan Gateway,South Jordan,UT,84095,152,790,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
454,10470 S. Jordan Gateway,South Jordan,UT,84095,153,834,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
455,10470 S. Jordan Gateway,South Jordan,UT,84095,154,794,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
456,10470 S. Jordan Gateway,South Jordan,UT,84095,155,884,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
457,10470 S. Jordan Gateway,South Jordan,UT,84095,156,749,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
458,10470 S. Jordan Gateway,South Jordan,UT,84095,157,870,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
459,10470 S. Jordan Gateway,South Jordan,UT,84095,158,842,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
460,10470 S. Jordan Gateway,South Jordan,UT,84095,159,740,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
461,10470 S. Jordan Gateway,South Jordan,UT,84095,160,710,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
462,10470 S. Jordan Gateway,South Jordan,UT,84095,161,745,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
463,10470 S. Jordan Gateway,South Jordan,UT,84095,162,806,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
464,10470 S. Jordan Gateway,South Jordan,UT,84095,163,831,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
465,10470 S. Jordan Gateway,South Jordan,UT,84095,164,740,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
466,10470 S. Jordan Gateway,South Jordan,UT,84095,165,776,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
467,10470 S. Jordan Gateway,South Jordan,UT,84095,166,765,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
468,10470 S. Jordan Gateway,South Jordan,UT,84095,167,721,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
469,10470 S. Jordan Gateway,South Jordan,UT,84095,168,708,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
470,10470 S. Jordan Gateway,South Jordan,UT,84095,169,877,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
471,10470 S. Jordan Gateway,South Jordan,UT,84095,170,712,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
472,10470 S. Jordan Gateway,South Jordan,UT,84095,171,819,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
473,10470 S. Jordan Gateway,South Jordan,UT,84095,172,702,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
474,10470 S. Jordan Gateway,South Jordan,UT,84095,173,789,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
475,10470 S. Jordan Gateway,South Jordan,UT,84095,174,762,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
476,10470 S. Jordan Gateway,South Jordan,UT,84095,175,726,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
477,10470 S. Jordan Gateway,South Jordan,UT,84095,176,840,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
478,10470 S. Jordan Gateway,South Jordan,UT,84095,177,801,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
479,10470 S. Jordan Gateway,South Jordan,UT,84095,178,729,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
480,10470 S. Jordan Gateway,South Jordan,UT,84095,179,797,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
481,10470 S. Jordan Gateway,South Jordan,UT,84095,180,868,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
482,10470 S. Jordan Gateway,South Jordan,UT,84095,181,830,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
483,10470 S. Jordan Gateway,South Jordan,UT,84095,182,804,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
484,10470 S. Jordan Gateway,South Jordan,UT,84095,183,733,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
485,10470 S. Jordan Gateway,South Jordan,UT,84095,184,889,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
486,10470 S. Jordan Gateway,South Jordan,UT,84095,185,800,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
487,10470 S. Jordan Gateway,South Jordan,UT,84095,186,900,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
488,10470 S. Jordan Gateway,South Jordan,UT,84095,187,867,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
489,10470 S. Jordan Gateway,South Jordan,UT,84095,188,743,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
490,10470 S. Jordan Gateway,South Jordan,UT,84095,189,777,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
491,10470 S. Jordan Gateway,South Jordan,UT,84095,190,879,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
492,10470 S. Jordan Gateway,South Jordan,UT,84095,191,841,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
493,10470 S. Jordan Gateway,South Jordan,UT,84095,192,799,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
494,10470 S. Jordan Gateway,South Jordan,UT,84095,193,758,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
495,10470 S. Jordan Gateway,South Jordan,UT,84095,194,729,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
496,10470 S. Jordan Gateway,South Jordan,UT,84095,195,859,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
497,10470 S. Jordan Gateway,South Jordan,UT,84095,196,728,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
498,10470 S. Jordan Gateway,South Jordan,UT,84095,197,790,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
499,10470 S. Jordan Gateway,South Jordan,UT,84095,198,735,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
500,10470 S. Jordan Gateway,South Jordan,UT,84095,199,888,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
501,10470 S. Jordan Gateway,South Jordan,UT,84095,200,835,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
502,10470 S. Jordan Gateway,South Jordan,UT,84095,201,770,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
503,10470 S. Jordan Gateway,South Jordan,UT,84095,202,803,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
504,10470 S. Jordan Gateway,South Jordan,UT,84095,203,830,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
505,10470 S. Jordan Gateway,South Jordan,UT,84095,204,900,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
506,10470 S. Jordan Gateway,South Jordan,UT,84095,205,805,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
507,10470 S. Jordan Gateway,South Jordan,UT,84095,206,795,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
508,10470 S. Jordan Gateway,South Jordan,UT,84095,207,821,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
509,10470 S. Jordan Gateway,South Jordan,UT,84095,208,848,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
510,10470 S. Jordan Gateway,South Jordan,UT,84095,209,897,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
511,10470 S. Jordan Gateway,South Jordan,UT,84095,210,753,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
512,10470 S. Jordan Gateway,South Jordan,UT,84095,211,867,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
513,10470 S. Jordan Gateway,South Jordan,UT,84095,212,772,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
514,10470 S. Jordan Gateway,South Jordan,UT,84095,213,717,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
515,10470 S. Jordan Gateway,South Jordan,UT,84095,214,715,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
516,10470 S. Jordan Gateway,South Jordan,UT,84095,215,791,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
517,10470 S. Jordan Gateway,South Jordan,UT,84095,216,783,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
518,10470 S. Jordan Gateway,South Jordan,UT,84095,217,795,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
519,10470 S. Jordan Gateway,South Jordan,UT,84095,218,820,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
520,10470 S. Jordan Gateway,South Jordan,UT,84095,219,843,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
521,10470 S. Jordan Gateway,South Jordan,UT,84095,220,707,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
522,10470 S. Jordan Gateway,South Jordan,UT,84095,221,811,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
523,10470 S. Jordan Gateway,South Jordan,UT,84095,222,783,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
524,10470 S. Jordan Gateway,South Jordan,UT,84095,223,780,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
525,10470 S. Jordan Gateway,South Jordan,UT,84095,224,764,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
526,10470 S. Jordan Gateway,South Jordan,UT,84095,225,715,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
527,10470 S. Jordan Gateway,South Jordan,UT,84095,226,719,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
528,10470 S. Jordan Gateway,South Jordan,UT,84095,227,784,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
